,Class,y_test,y_pred
806,SPEECH,0.0,0.0
818,SPEECH,1.0,1.0
1443,SPEECH,2.0,2.0
491,SPEECH,2.0,1.0
916,SPEECH,1.0,0.0
2057,SPEECH,2.0,1.0
977,SPEECH,2.0,2.0
1231,SPEECH,1.0,1.0
2071,SPEECH,2.0,2.0
693,SPEECH,2.0,2.0
230,SPEECH,1.0,1.0
214,SPEECH,0.0,1.0
371,SPEECH,0.0,1.0
768,SPEECH,1.0,1.0
624,SPEECH,0.0,0.0
381,SPEECH,0.0,0.0
1950,SPEECH,0.0,0.0
1986,SPEECH,0.0,1.0
1737,SPEECH,0.0,0.0
895,SPEECH,0.0,0.0
2003,SPEECH,2.0,2.0
1650,SPEECH,0.0,0.0
1322,SPEECH,1.0,1.0
1671,SPEECH,1.0,1.0
505,SPEECH,1.0,1.0
453,SPEECH,1.0,1.0
1050,SPEECH,2.0,2.0
710,SPEECH,2.0,2.0
1866,SPEECH,1.0,2.0
1080,SPEECH,1.0,1.0
1993,SPEECH,1.0,1.0
219,SPEECH,2.0,1.0
1878,SPEECH,1.0,2.0
830,SPEECH,2.0,2.0
1476,SPEECH,1.0,1.0
826,SPEECH,2.0,2.0
415,SPEECH,0.0,0.0
1172,SPEECH,2.0,1.0
1126,SPEECH,0.0,0.0
1252,SPEECH,0.0,0.0
1118,SPEECH,2.0,2.0
1871,SPEECH,0.0,2.0
1963,SPEECH,1.0,1.0
1180,SPEECH,2.0,2.0
248,SPEECH,0.0,0.0
19,SPEECH,1.0,1.0
336,SPEECH,2.0,2.0
1609,SPEECH,1.0,1.0
1057,SPEECH,1.0,1.0
1499,SPEECH,1.0,1.0
613,SPEECH,1.0,1.0
1718,SPEECH,1.0,1.0
1475,SPEECH,0.0,0.0
1169,SPEECH,0.0,0.0
712,SPEECH,2.0,1.0
1677,SPEECH,0.0,1.0
551,SPEECH,0.0,0.0
1379,SPEECH,2.0,1.0
249,SPEECH,1.0,1.0
1863,SPEECH,1.0,1.0
1780,SPEECH,1.0,1.0
1292,SPEECH,0.0,0.0
833,SPEECH,2.0,1.0
1217,SPEECH,2.0,2.0
636,SPEECH,2.0,1.0
739,SPEECH,1.0,1.0
1387,SPEECH,2.0,2.0
893,SPEECH,2.0,2.0
1343,SPEECH,1.0,2.0
2046,SPEECH,2.0,1.0
1948,SPEECH,0.0,0.0
1806,SPEECH,1.0,1.0
391,SPEECH,1.0,1.0
73,SPEECH,0.0,0.0
740,SPEECH,1.0,0.0
631,SPEECH,0.0,0.0
1381,SPEECH,2.0,2.0
1334,SPEECH,1.0,1.0
879,SPEECH,2.0,2.0
51,SPEECH,0.0,0.0
125,SPEECH,0.0,0.0
350,SPEECH,1.0,2.0
1486,SPEECH,1.0,1.0
435,SPEECH,1.0,1.0
127,SPEECH,1.0,1.0
1329,SPEECH,2.0,2.0
948,SPEECH,1.0,1.0
1769,SPEECH,1.0,1.0
135,SPEECH,1.0,2.0
860,SPEECH,1.0,1.0
588,SPEECH,0.0,0.0
2051,SPEECH,2.0,2.0
1649,SPEECH,0.0,0.0
1959,SPEECH,1.0,1.0
1835,SPEECH,0.0,0.0
1039,SPEECH,0.0,0.0
1367,SPEECH,0.0,0.0
509,SPEECH,0.0,0.0
2016,SPEECH,0.0,0.0
1384,SPEECH,0.0,0.0
164,SPEECH,1.0,0.0
660,SPEECH,2.0,2.0
1625,SPEECH,2.0,2.0
92,SPEECH,1.0,1.0
2063,SPEECH,1.0,2.0
1739,SPEECH,0.0,0.0
1266,SPEECH,1.0,1.0
2045,SPEECH,1.0,1.0
568,SPEECH,0.0,0.0
2007,SPEECH,0.0,0.0
597,SPEECH,0.0,1.0
726,SPEECH,1.0,1.0
1879,SPEECH,2.0,2.0
2060,SPEECH,1.0,1.0
794,SPEECH,2.0,2.0
1562,SPEECH,0.0,1.0
1144,SPEECH,2.0,2.0
1138,SPEECH,2.0,2.0
488,SPEECH,2.0,1.0
1191,SPEECH,1.0,1.0
1228,SPEECH,1.0,1.0
390,SPEECH,2.0,1.0
288,SPEECH,2.0,2.0
1782,SPEECH,1.0,1.0
1906,SPEECH,1.0,1.0
1615,SPEECH,1.0,1.0
1701,SPEECH,1.0,0.0
1958,SPEECH,0.0,0.0
188,SPEECH,1.0,1.0
1825,SPEECH,0.0,0.0
2011,SPEECH,0.0,1.0
1308,SPEECH,1.0,1.0
1420,SPEECH,1.0,1.0
882,SPEECH,2.0,2.0
1847,SPEECH,1.0,2.0
1241,SPEECH,2.0,2.0
1484,SPEECH,0.0,0.0
1247,SPEECH,1.0,1.0
995,SPEECH,1.0,0.0
364,SPEECH,0.0,0.0
1690,SPEECH,1.0,1.0
1325,SPEECH,1.0,2.0
1342,SPEECH,2.0,2.0
1722,SPEECH,1.0,2.0
1672,SPEECH,2.0,2.0
1827,SPEECH,0.0,0.0
1315,SPEECH,1.0,1.0
1803,SPEECH,1.0,1.0
1759,SPEECH,1.0,1.0
1489,SPEECH,0.0,0.0
1102,SPEECH,0.0,0.0
820,SPEECH,1.0,1.0
1103,SPEECH,0.0,0.0
847,SPEECH,0.0,0.0
1781,SPEECH,1.0,1.0
1306,SPEECH,0.0,1.0
581,SPEECH,1.0,1.0
1406,SPEECH,1.0,2.0
354,SPEECH,1.0,1.0
1923,SPEECH,1.0,1.0
503,ELECSD,2.0,2.0
734,ELECSD,2.0,2.0
1328,ELECSD,2.0,2.0
1061,ELECSD,2.0,2.0
512,ELECSD,2.0,2.0
1663,ELECSD,2.0,2.0
621,ELECSD,0.0,0.0
972,ELECSD,0.0,0.0
1793,ELECSD,0.0,1.0
776,ELECSD,1.0,1.0
1166,ELECSD,0.0,0.0
911,ELECSD,0.0,0.0
137,ELECSD,0.0,0.0
456,ELECSD,2.0,2.0
831,ELECSD,2.0,2.0
426,ELECSD,1.0,1.0
1502,ELECSD,1.0,1.0
1022,ELECSD,2.0,2.0
90,ELECSD,2.0,2.0
1481,ELECSD,0.0,0.0
405,ELECSD,0.0,0.0
1517,ELECSD,2.0,2.0
433,ELECSD,0.0,0.0
1447,ELECSD,2.0,2.0
352,ELECSD,2.0,2.0
1550,ELECSD,1.0,0.0
892,ELECSD,1.0,1.0
1619,ELECSD,1.0,1.0
1942,ELECSD,2.0,2.0
694,ELECSD,2.0,2.0
999,ELECSD,0.0,0.0
1738,ELECSD,0.0,0.0
1248,ELECSD,2.0,2.0
516,ELECSD,2.0,2.0
317,ELECSD,0.0,0.0
933,ELECSD,0.0,0.0
1372,ELECSD,1.0,1.0
496,ELECSD,2.0,2.0
1139,ELECSD,2.0,2.0
257,ELECSD,2.0,2.0
2030,ELECSD,1.0,0.0
1396,ELECSD,1.0,1.0
1821,ELECSD,0.0,0.0
1924,ELECSD,0.0,1.0
1212,ELECSD,2.0,2.0
846,ELECSD,0.0,1.0
494,ELECSD,2.0,2.0
1546,ELECSD,1.0,2.0
245,ELECSD,2.0,2.0
723,ELECSD,1.0,2.0
1727,ELECSD,1.0,1.0
1127,ELECSD,2.0,2.0
570,ELECSD,1.0,1.0
623,ELECSD,2.0,1.0
1725,ELECSD,0.0,1.0
779,ELECSD,0.0,0.0
448,ELECSD,2.0,2.0
1377,ELECSD,2.0,1.0
424,ELECSD,1.0,1.0
725,ELECSD,2.0,2.0
2006,ELECSD,1.0,0.0
1810,ELECSD,1.0,1.0
713,ELECSD,0.0,0.0
1480,ELECSD,1.0,0.0
938,ELECSD,1.0,2.0
1422,ELECSD,2.0,1.0
1316,ELECSD,2.0,2.0
1634,ELECSD,2.0,2.0
950,ELECSD,2.0,2.0
1378,ELECSD,1.0,1.0
515,ELECSD,2.0,2.0
84,ELECSD,2.0,2.0
937,ELECSD,2.0,2.0
447,ELECSD,2.0,2.0
140,ELECSD,1.0,1.0
34,ELECSD,1.0,2.0
620,ELECSD,2.0,2.0
873,ELECSD,2.0,2.0
2048,ELECSD,1.0,2.0
1310,ELECSD,2.0,2.0
695,ELECSD,2.0,2.0
707,ELECSD,2.0,2.0
966,ELECSD,1.0,1.0
1900,ELECSD,0.0,0.0
564,ELECSD,1.0,0.0
658,ELECSD,2.0,2.0
583,ELECSD,2.0,0.0
465,ELECSD,1.0,1.0
1435,ELECSD,2.0,2.0
1740,ELECSD,0.0,0.0
906,ELECSD,0.0,0.0
1544,ELECSD,2.0,2.0
742,ELECSD,0.0,0.0
2058,ELECSD,1.0,1.0
1430,ELECSD,2.0,2.0
1935,ELECSD,2.0,2.0
1867,ELECSD,0.0,0.0
1758,ELECSD,2.0,2.0
2004,ELECSD,1.0,0.0
649,ELECSD,0.0,0.0
940,ELECSD,2.0,2.0
872,ELECSD,2.0,2.0
1028,ELECSD,1.0,1.0
1929,ELECSD,0.0,0.0
325,ELECSD,2.0,2.0
1533,ELECSD,2.0,2.0
1529,ELECSD,2.0,2.0
717,ELECSD,2.0,2.0
1222,ELECSD,2.0,2.0
761,ELECSD,2.0,2.0
1399,ELECSD,2.0,2.0
1165,ELECSD,0.0,0.0
1259,ELECSD,2.0,2.0
1946,ELECSD,1.0,1.0
1799,ELECSD,2.0,2.0
1364,ELECSD,1.0,1.0
323,ELECSD,2.0,2.0
236,ELECSD,0.0,1.0
1311,ELECSD,2.0,2.0
686,ELECSD,2.0,2.0
533,ELECSD,2.0,2.0
795,ELECSD,2.0,1.0
171,ELECSD,0.0,0.0
150,ELECSD,2.0,2.0
1583,ELECSD,0.0,0.0
379,ELECSD,2.0,2.0
1994,ELECSD,0.0,1.0
2009,ELECSD,1.0,1.0
296,ELECSD,2.0,2.0
1450,ELECSD,2.0,2.0
1176,ELECSD,1.0,1.0
1326,ELECSD,2.0,1.0
1629,ELECSD,1.0,1.0
388,ELECSD,2.0,1.0
2061,ELECSD,2.0,1.0
881,ELECSD,1.0,2.0
1493,ELECSD,1.0,1.0
557,ELECSD,1.0,1.0
1362,ELECSD,1.0,1.0
1418,ELECSD,2.0,2.0
1085,ELECSD,1.0,1.0
1542,ELECSD,2.0,1.0
750,ELECSD,0.0,0.0
696,ELECSD,0.0,0.0
1194,ELECSD,0.0,0.0
294,ELECSD,2.0,2.0
1238,ELECSD,2.0,2.0
497,ELECSD,2.0,2.0
341,ELECSD,2.0,2.0
1714,ELECSD,2.0,1.0
1839,ELECSD,0.0,0.0
272,ELECSD,0.0,0.0
27,ELECSD,2.0,2.0
611,ELECSD,1.0,1.0
82,ELECSD,2.0,1.0
1695,ELECSD,0.0,0.0
1027,ELECSD,2.0,1.0
302,ELECSD,2.0,2.0
836,ELECSD,2.0,2.0
775,ELECSD,1.0,1.0
1836,ELECSD,0.0,0.0
1721,ELECSD,0.0,1.0
605,ELECSD,2.0,2.0
900,ELECSD,2.0,2.0
664,ELECSD,2.0,2.0
2010,ELECSD,0.0,0.0
1419,ELECSD,2.0,2.0
1116,ELECSD,2.0,2.0
1219,ELECSD,1.0,1.0
1519,ELECSD,2.0,2.0
1897,ELECSD,0.0,0.0
1193,ELECSD,1.0,1.0
645,ELECSD,2.0,2.0
1808,ELECSD,2.0,2.0
145,ELECSD,1.0,2.0
668,ELECSD,2.0,2.0
887,ELECSD,2.0,2.0
1539,ELECSD,1.0,2.0
703,ELECSD,2.0,2.0
1471,ELECSD,2.0,2.0
1067,ELECSD,1.0,1.0
1614,ELECSD,2.0,2.0
989,ELECSD,1.0,2.0
498,ELECSD,2.0,2.0
280,ELECSD,2.0,2.0
217,ELECSD,2.0,2.0
857,ELECSD,2.0,2.0
1628,ELECSD,1.0,2.0
2020,ELECSD,0.0,0.0
432,ELECSD,0.0,0.0
304,ELECSD,1.0,2.0
1636,ELECSD,1.0,1.0
871,ELECSD,2.0,2.0
40,ELECSD,2.0,1.0
1008,ELECSD,1.0,1.0
1086,ELECSD,2.0,2.0
1520,ELECSD,2.0,2.0
160,ELECSD,2.0,2.0
1045,ELECSD,2.0,2.0
207,ELECSD,1.0,1.0
1998,ELECSD,2.0,2.0
1284,ELECSD,0.0,0.0
412,ELECSD,2.0,2.0
832,ELECSD,2.0,2.0
61,ELECSD,2.0,2.0
397,ELECSD,1.0,1.0
1811,ELECSD,2.0,2.0
1768,ELECSD,0.0,0.0
1507,ELECSD,1.0,0.0
1667,ELECSD,1.0,2.0
403,ELECSD,1.0,1.0
1819,ELECSD,0.0,0.0
377,ELECSD,1.0,1.0
2002,ELECSD,1.0,1.0
1271,ELECSD,2.0,2.0
522,ELECSD,2.0,2.0
1647,ELECSD,1.0,2.0
1832,ELECSD,1.0,2.0
1580,ELECSD,1.0,1.0
2036,ELECSD,2.0,2.0
443,ELECSD,2.0,2.0
1891,ELECSD,1.0,1.0
98,ELECSD,0.0,0.0
77,ELECSD,2.0,2.0
799,ELECSD,1.0,1.0
1764,ELECSD,2.0,2.0
508,ELECSD,2.0,2.0
313,ELECSD,1.0,1.0
93,ELECSD,2.0,2.0
434,ELECSD,2.0,2.0
1719,ELECSD,1.0,1.0
270,ELECSD,2.0,2.0
89,ELECSD,2.0,2.0
206,ELECSD,2.0,1.0
1856,ELECSD,1.0,2.0
736,ELECSD,2.0,2.0
1128,ELECSD,2.0,2.0
550,ELECSD,0.0,0.0
1760,ELECSD,2.0,2.0
1074,ELECSD,1.0,1.0
1147,ELECSD,1.0,2.0
572,ELECSD,1.0,0.0
1104,ELECSD,0.0,0.0
629,ELECSD,2.0,2.0
481,ELECSD,2.0,2.0
54,ELECSD,0.0,2.0
996,ELECSD,1.0,1.0
685,ELECSD,2.0,2.0
2064,ELECSD,2.0,2.0
1501,ELECSD,1.0,0.0
567,ELECSD,1.0,1.0
282,ELECSD,2.0,2.0
96,ELECSD,2.0,2.0
1988,ELECSD,1.0,1.0
1752,ELECSD,1.0,1.0
124,ELECSD,2.0,2.0
1250,ELECSD,2.0,2.0
477,ELECSD,2.0,2.0
1279,ELECSD,2.0,2.0
970,ELECSD,1.0,1.0
1889,ELECSD,2.0,1.0
38,ELECSD,2.0,1.0
1648,ELECSD,1.0,0.0
1521,ELECSD,0.0,0.0
674,ELECSD,1.0,0.0
853,ELECSD,2.0,2.0
573,ELECSD,2.0,2.0
1971,ELECSD,2.0,2.0
1635,ELECSD,1.0,1.0
1652,ELECSD,2.0,2.0
386,ELECSD,1.0,1.0
1658,ELECSD,2.0,2.0
53,ELECSD,2.0,0.0
1694,ELECSD,1.0,1.0
212,ELECSD,1.0,1.0
1072,ELECSD,2.0,2.0
1062,ELECSD,2.0,2.0
1996,ELECSD,1.0,1.0
654,ELECSD,1.0,1.0
949,ELECSD,1.0,1.0
1904,ELECSD,2.0,1.0
1170,ELECSD,1.0,2.0
680,ELECSD,2.0,2.0
901,ELECSD,0.0,0.0
368,ELECSD,0.0,0.0
1927,ELECSD,2.0,2.0
233,ELECSD,0.0,1.0
1235,ELECSD,1.0,1.0
1910,ELECSD,1.0,1.0
384,ELECSD,1.0,1.0
1843,ELECSD,0.0,0.0
1456,ELECSD,2.0,2.0
1936,ELECSD,0.0,0.0
1710,ELECSD,2.0,1.0
1451,ELECSD,2.0,2.0
1685,ELECSD,2.0,1.0
1999,ELECSD,2.0,2.0
1774,ELECSD,2.0,2.0
1696,ELECSD,2.0,1.0
158,ELECSD,2.0,2.0
387,ELECSD,2.0,2.0
1224,ELECSD,0.0,0.0
1596,ELECSD,1.0,1.0
1053,ELECSD,2.0,2.0
464,ELECSD,2.0,2.0
841,ELECSD,0.0,0.0
951,ELECSD,2.0,2.0
242,ELECSD,0.0,0.0
1883,ELECSD,1.0,1.0
1898,ELECSD,1.0,1.0
1796,ELECSD,2.0,2.0
1820,ELECSD,0.0,0.0
337,ELECSD,2.0,2.0
1817,ELECSD,0.0,1.0
87,ELECSD,2.0,2.0
1504,ELECSD,0.0,0.0
727,ELECSD,2.0,2.0
536,ELECSD,2.0,2.0
1467,ELECSD,1.0,1.0
1498,ELECSD,2.0,2.0
701,ELECSD,0.0,0.0
584,ELECSD,2.0,0.0
1512,ELECSD,2.0,2.0
1516,ELECSD,2.0,2.0
754,ELECSD,1.0,1.0
838,ELECSD,0.0,0.0
1720,ELECSD,0.0,0.0
1617,ELECSD,1.0,2.0
1664,ELECSD,2.0,2.0
1860,ELECSD,2.0,2.0
1633,ELECSD,2.0,2.0
521,ELECSD,0.0,0.0
1964,ELECSD,1.0,1.0
1415,ELECSD,2.0,1.0
699,ELECSD,1.0,1.0
958,ELECSD,1.0,2.0
331,ELECSD,2.0,2.0
1004,ELECSD,0.0,0.0
305,ELECSD,2.0,2.0
1394,ELECSD,1.0,1.0
1734,ELECSD,2.0,2.0
436,ELECSD,2.0,2.0
1173,ELECSD,2.0,1.0
1125,ELECSD,2.0,2.0
1460,ELECSD,0.0,0.0
1509,ELECSD,0.0,0.0
1888,ELECSD,0.0,0.0
1880,ELECSD,1.0,1.0
91,ELECSD,2.0,1.0
548,ELECSD,0.0,0.0
328,ELECSD,2.0,2.0
64,ELECSD,2.0,1.0
973,ELECSD,1.0,0.0
1977,ELECSD,2.0,2.0
1733,ELECSD,0.0,0.0
413,ELECSD,2.0,2.0
1446,ELECSD,2.0,1.0
1535,ELECSD,1.0,2.0
449,ELECSD,2.0,1.0
1108,ELECSD,2.0,2.0
991,ELECSD,1.0,1.0
943,ELECSD,1.0,1.0
1909,ELECSD,2.0,2.0
1991,ELECSD,1.0,2.0
1324,ELECSD,2.0,2.0
1186,ELECSD,2.0,2.0
1016,ELECSD,0.0,0.0
2047,ELECSD,0.0,0.0
1257,ELECSD,2.0,2.0
993,ELECSD,2.0,2.0
240,ELECSD,1.0,2.0
1849,ELECSD,1.0,2.0
1500,ELECSD,2.0,2.0
884,ELECSD,2.0,2.0
1444,ELECSD,2.0,2.0
1201,ELECSD,1.0,1.0
499,ELECSD,2.0,2.0
179,ELECSD,1.0,0.0
1141,ELECSD,2.0,2.0
805,ELECSD,2.0,1.0
1944,ELECSD,2.0,2.0
421,ELECSD,2.0,1.0
678,ELECSD,2.0,2.0
1552,ELECSD,1.0,1.0
1077,ELECSD,2.0,2.0
1068,ELECSD,2.0,1.0
1708,ELECSD,2.0,0.0
342,ELECSD,2.0,2.0
232,ELECSD,2.0,1.0
979,ELECSD,2.0,2.0
310,ELECSD,2.0,2.0
566,ELECSD,0.0,0.0
1770,ELECSD,1.0,1.0
1078,ELECSD,2.0,2.0
1497,ELECSD,1.0,1.0
1941,ELECSD,1.0,1.0
1283,ELECSD,1.0,0.0
1728,ELECSD,0.0,0.0
1134,ELECSD,2.0,2.0
1270,ELECSD,2.0,2.0
1985,ELECSD,2.0,2.0
1540,ELECSD,2.0,2.0
316,ELECSD,2.0,2.0
661,ELECSD,2.0,2.0
1408,ELECSD,2.0,2.0
627,ELECSD,2.0,1.0
569,ELECSD,2.0,1.0
463,ELECSD,0.0,0.0
510,ELECSD,1.0,1.0
1545,ELECSD,1.0,1.0
806,ELECSD,0.0,0.0
818,ELECSD,2.0,2.0
1443,ELECSD,0.0,2.0
491,ELECSD,1.0,1.0
916,ELECSD,0.0,0.0
2057,ELECSD,1.0,0.0
977,ELECSD,1.0,2.0
1231,ELECSD,2.0,2.0
2071,ELECSD,2.0,2.0
693,ELECSD,2.0,2.0
230,ELECSD,2.0,1.0
214,ELECSD,1.0,0.0
371,ELECSD,0.0,0.0
768,ELECSD,1.0,1.0
624,ELECSD,0.0,0.0
381,ELECSD,2.0,2.0
1950,ELECSD,0.0,1.0
1986,ELECSD,0.0,1.0
1737,ELECSD,1.0,1.0
895,ELECSD,1.0,1.0
2003,ELECSD,2.0,2.0
1650,ELECSD,0.0,0.0
1322,ELECSD,2.0,2.0
1671,ELECSD,2.0,1.0
505,ELECSD,1.0,1.0
453,ELECSD,2.0,1.0
1050,ELECSD,2.0,2.0
710,ELECSD,2.0,2.0
1866,ELECSD,1.0,1.0
1080,ELECSD,2.0,2.0
1993,ELECSD,1.0,0.0
219,ELECSD,2.0,2.0
1878,ELECSD,1.0,1.0
830,ELECSD,2.0,2.0
1476,ELECSD,1.0,1.0
826,ELECSD,1.0,2.0
415,ELECSD,0.0,0.0
1172,ELECSD,2.0,2.0
1126,ELECSD,0.0,0.0
1252,ELECSD,0.0,0.0
1118,ELECSD,2.0,2.0
1871,ELECSD,1.0,1.0
1963,ELECSD,1.0,1.0
1180,ELECSD,2.0,2.0
248,ELECSD,0.0,0.0
19,ELECSD,1.0,2.0
336,ELECSD,2.0,2.0
1609,ELECSD,2.0,2.0
1057,ELECSD,2.0,2.0
1499,ELECSD,0.0,0.0
613,ELECSD,2.0,1.0
1718,ELECSD,0.0,1.0
1475,ELECSD,1.0,1.0
1169,ELECSD,1.0,2.0
712,ELECSD,2.0,2.0
1677,ELECSD,2.0,2.0
551,ELECSD,0.0,0.0
1379,ELECSD,2.0,2.0
249,ELECSD,2.0,2.0
1863,ELECSD,1.0,1.0
1780,ELECSD,0.0,1.0
1292,ELECSD,0.0,0.0
833,ELECSD,2.0,1.0
1217,ELECSD,2.0,2.0
636,ELECSD,2.0,2.0
739,ELECSD,1.0,1.0
1387,ELECSD,2.0,2.0
893,ELECSD,2.0,2.0
1343,ELECSD,2.0,2.0
2046,ELECSD,2.0,2.0
1948,ELECSD,1.0,0.0
1806,ELECSD,2.0,2.0
391,ELECSD,0.0,0.0
73,ELECSD,0.0,0.0
740,ELECSD,0.0,0.0
631,ELECSD,0.0,0.0
1381,ELECSD,2.0,2.0
1334,ELECSD,2.0,2.0
879,ELECSD,2.0,2.0
51,ELECSD,0.0,0.0
125,ELECSD,0.0,0.0
350,ELECSD,2.0,2.0
1486,ELECSD,1.0,1.0
435,ELECSD,0.0,0.0
127,ELECSD,2.0,2.0
1329,ELECSD,1.0,1.0
948,ELECSD,2.0,2.0
1769,ELECSD,2.0,2.0
135,ELECSD,2.0,1.0
860,ELECSD,2.0,2.0
588,ELECSD,0.0,0.0
2051,ELECSD,2.0,2.0
1649,ELECSD,0.0,0.0
1959,ELECSD,2.0,2.0
1835,ELECSD,0.0,0.0
1039,ELECSD,1.0,1.0
1367,ELECSD,0.0,0.0
509,ELECSD,0.0,0.0
2016,ELECSD,0.0,0.0
1384,ELECSD,2.0,2.0
164,ELECSD,0.0,0.0
660,ELECSD,2.0,2.0
1625,ELECSD,2.0,2.0
92,ELECSD,2.0,2.0
2063,ELECSD,1.0,1.0
1739,ELECSD,0.0,0.0
1266,ELECSD,1.0,1.0
2045,ELECSD,2.0,1.0
568,ELECSD,0.0,0.0
2007,ELECSD,0.0,0.0
597,ELECSD,0.0,1.0
726,ELECSD,2.0,2.0
1879,ELECSD,2.0,2.0
2060,ELECSD,2.0,2.0
794,ELECSD,2.0,2.0
1562,ELECSD,1.0,0.0
1144,ELECSD,2.0,2.0
1138,ELECSD,2.0,2.0
488,ELECSD,2.0,2.0
1191,ELECSD,2.0,1.0
1228,ELECSD,1.0,1.0
390,ELECSD,1.0,2.0
288,ELECSD,2.0,2.0
1782,ELECSD,1.0,1.0
1906,ELECSD,1.0,1.0
1615,ELECSD,1.0,2.0
1701,ELECSD,0.0,0.0
1958,ELECSD,0.0,1.0
188,ELECSD,2.0,2.0
1825,ELECSD,0.0,0.0
2011,ELECSD,1.0,0.0
1308,ELECSD,2.0,2.0
1420,ELECSD,2.0,1.0
882,ELECSD,2.0,2.0
1847,ELECSD,2.0,2.0
1241,ELECSD,2.0,2.0
1484,ELECSD,0.0,0.0
1247,ELECSD,2.0,1.0
995,ELECSD,2.0,1.0
364,ELECSD,0.0,0.0
1690,ELECSD,1.0,1.0
1325,ELECSD,2.0,2.0
1342,ELECSD,2.0,2.0
1722,ELECSD,2.0,2.0
1672,ELECSD,1.0,1.0
1827,ELECSD,0.0,0.0
1315,ELECSD,2.0,2.0
1803,ELECSD,2.0,1.0
1759,ELECSD,0.0,0.0
1489,ELECSD,0.0,0.0
1102,ELECSD,0.0,0.0
820,ELECSD,2.0,2.0
1103,ELECSD,1.0,1.0
847,ELECSD,0.0,0.0
1781,ELECSD,2.0,2.0
1306,ELECSD,1.0,1.0
581,ELECSD,1.0,1.0
1406,ELECSD,0.0,2.0
354,ELECSD,1.0,2.0
1923,ELECSD,1.0,1.0
992,OLD_RELFRE,0.0,0.0
302,OLD_RELFRE,1.0,1.0
207,OLD_RELFRE,1.0,1.0
864,OLD_RELFRE,1.0,1.0
64,OLD_RELFRE,1.0,1.0
530,OLD_RELFRE,1.0,1.0
947,OLD_RELFRE,1.0,1.0
87,OLD_RELFRE,1.0,1.0
660,OLD_RELFRE,1.0,1.0
658,OLD_RELFRE,0.0,0.0
645,OLD_RELFRE,0.0,0.0
1150,OLD_RELFRE,1.0,1.0
701,OLD_RELFRE,0.0,0.0
942,OLD_RELFRE,1.0,1.0
789,OLD_RELFRE,0.0,0.0
352,OLD_RELFRE,1.0,1.0
879,OLD_RELFRE,1.0,1.0
1051,OLD_RELFRE,1.0,1.0
1169,OLD_RELFRE,1.0,1.0
440,OLD_RELFRE,1.0,1.0
232,OLD_RELFRE,1.0,1.0
432,OLD_RELFRE,0.0,0.0
1144,OLD_RELFRE,1.0,1.0
390,OLD_RELFRE,0.0,0.0
1476,OLD_RELFRE,0.0,1.0
1127,OLD_RELFRE,1.0,1.0
387,OLD_RELFRE,1.0,1.0
96,OLD_RELFRE,1.0,1.0
1228,OLD_RELFRE,1.0,1.0
948,OLD_RELFRE,0.0,1.0
689,OLD_RELFRE,0.0,0.0
798,OLD_RELFRE,0.0,0.0
310,OLD_RELFRE,1.0,1.0
737,OLD_RELFRE,1.0,1.0
1209,OLD_RELFRE,0.0,0.0
1227,OLD_RELFRE,0.0,0.0
1231,OLD_RELFRE,1.0,1.0
1087,OLD_RELFRE,0.0,0.0
977,OLD_RELFRE,1.0,1.0
636,OLD_RELFRE,1.0,0.0
421,OLD_RELFRE,1.0,1.0
696,OLD_RELFRE,0.0,0.0
836,OLD_RELFRE,1.0,1.0
245,OLD_RELFRE,0.0,0.0
1090,OLD_RELFRE,0.0,0.0
1128,OLD_RELFRE,1.0,1.0
927,OLD_RELFRE,1.0,1.0
397,OLD_RELFRE,0.0,0.0
296,OLD_RELFRE,1.0,1.0
1500,OLD_RELFRE,0.0,0.0
1285,OLD_RELFRE,0.0,0.0
1322,OLD_RELFRE,1.0,1.0
98,OLD_RELFRE,1.0,1.0
1224,OLD_RELFRE,1.0,1.0
145,OLD_RELFRE,1.0,1.0
294,OLD_RELFRE,1.0,1.0
939,OLD_RELFRE,0.0,1.0
957,OLD_RELFRE,1.0,1.0
1223,OLD_RELFRE,1.0,1.0
900,OLD_RELFRE,1.0,1.0
51,OLD_RELFRE,0.0,0.0
960,OLD_RELFRE,1.0,1.0
61,OLD_RELFRE,1.0,1.0
667,OLD_RELFRE,0.0,0.0
248,OLD_RELFRE,0.0,0.0
1210,OLD_RELFRE,1.0,1.0
384,OLD_RELFRE,1.0,1.0
1382,OLD_RELFRE,1.0,1.0
734,OLD_RELFRE,1.0,1.0
717,OLD_RELFRE,1.0,1.0
986,OLD_RELFRE,0.0,0.0
1043,OLD_RELFRE,0.0,0.0
493,OLD_RELFRE,1.0,1.0
712,OLD_RELFRE,1.0,1.0
847,OLD_RELFRE,0.0,0.0
84,OLD_RELFRE,1.0,1.0
577,OLD_RELFRE,1.0,1.0
699,OLD_RELFRE,1.0,1.0
833,OLD_RELFRE,1.0,1.0
892,OLD_RELFRE,0.0,1.0
1149,OLD_RELFRE,1.0,1.0
40,OLD_RELFRE,1.0,1.0
679,OLD_RELFRE,1.0,1.0
1335,OLD_RELFRE,1.0,1.0
536,OLD_RELFRE,1.0,1.0
498,OLD_RELFRE,1.0,1.0
1518,OLD_RELFRE,1.0,1.0
127,OLD_RELFRE,1.0,1.0
462,OLD_RELFRE,0.0,0.0
341,OLD_RELFRE,1.0,1.0
393,OLD_RELFRE,0.0,0.0
521,OLD_RELFRE,0.0,0.0
1194,OLD_RELFRE,1.0,1.0
